longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-0.5365000374720477,-0.08341874449693856,-1.8108075971570041,1.5157099714377087,2.0620129311762496,1.3225151988850175,2.106897221733039,-0.74424031057517,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,146400.0
1.2529602844920087,-1.2490449638871663,-0.8503011555981083,0.45616804177977105,0.28837817826686046,0.516142470373871,0.3269584020990493,0.7933948813550951,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,165800.0
0.8342564765672701,-0.8853695834374148,0.43037409981375285,-0.3949926673716339,-0.4448829007882964,0.5990576322885764,-0.450124032431424,-0.2831111986370316,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,160600.0
-0.40191667063909847,1.0915324846484091,0.030163082497546276,-0.047381232718197525,0.12172793302705208,-0.2856744800100938,0.1274372364763602,-1.377645375200919,1.441621519188859,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,91400.0
-1.3390156693277935,1.0122699017298762,-0.049879120965695044,1.4832229214700978,2.5310143356368533,1.036412332498012,2.613575971274868,-0.2908471355987949,-0.6936633413759381,-0.017698699228804366,2.8375319031840505,-0.3798153636667197,273400.0
0.6847194023084368,-0.7315069224779055,0.7505429136667181,0.1647127934989192,0.29790104942342094,0.640059635433211,0.3899650859798985,-0.4210799526246498,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,166300.0
1.2629294227759291,-1.412232634601799,-0.45009013828190164,-0.4905974144191745,-0.7710412379004928,-0.590000458905826,-0.7152771604299977,1.0115483036768138,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,2.6328582139122734,171300.0
0.7096422480182412,-0.7781319712535153,0.19024748942402891,-0.6725248942377954,-0.6496246306543467,-0.22827167560760542,-0.5761374001931224,-0.4296231177911184,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,177000.0
1.1084077793751321,-1.141807351703267,-0.770258952134867,0.44781422893095685,-0.035399441056195816,0.20817186897639361,0.15106474293167868,1.4064847028290834,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,2.6328582139122734,274100.0
-1.2941545470501412,0.8397572212601204,0.43037409981375285,-0.1907883532895084,-0.02587656989963534,-0.2118708743497516,0.08018222356572333,0.43532190355105255,-0.6936633413759381,-0.017698699228804366,2.8375319031840505,-0.3798153636667197,405900.0
-1.2094168716368008,1.259382660240605,-1.2505121729143147,0.2979096983661238,0.16696157102071435,0.4459834872152741,0.34008479457422625,0.3791522743069468,1.441621519188859,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,151700.0
-1.144617472791308,0.8257697066274372,-1.0103855625245908,-0.5202998601038473,-0.6615282196000473,-0.43783746945795987,-0.6260176915987946,2.513194571480615,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,267000.0
0.7096422480182412,-0.829419524906685,0.6705007102034768,-0.5597484207788034,-0.6734318085457479,-0.7048060677108027,-0.6391440840739716,0.3741070980275359,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,195400.0
1.218068300498277,-0.5496692322530297,-0.9303433590613496,-0.46275137158979374,-0.5091622810950797,-0.6018454820364981,-0.5288823872824855,-0.6507363768634248,1.441621519188859,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,110400.0
-2.111623886331771,1.7722581967723028,0.35033189635051154,-0.2720059782085356,-0.19252681513944372,-0.37041195317567194,-0.20859841088816877,-1.1632590178344935,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,-0.3798153636667197,93600.0
1.1233614868010162,-1.1511323614583868,-1.7307653936937628,-0.12117324621605652,-0.5424923301430413,-0.5617546345172999,-0.5761374001931224,1.2794135296049922,-0.6936633413759381,-0.017698699228804366,-0.35241894509727983,2.6328582139122734,283900.0
